Name,Team,Opponent,Stat,Line,Date,Time,Sport
Jusuf Nurkic,PHX,IND 1st Half,Pts+Rebs+Asts,11.0,2024-12-19,06:10pm,NBA1H
Jusuf Nurkic,PHX,IND 1st Half,Points,4.5,2024-12-19,06:10pm,NBA1H
Jusuf Nurkic,PHX,IND,Rebounds,10.5,2024-12-19,06:10pm,NBA
Jusuf Nurkic,PHX,IND,Pts+Rebs+Asts,20.5,2024-12-19,06:10pm,NBA
Andrew Nembhard,IND,PHX,Pts+Asts,15.0,2024-12-19,06:10pm,NBA
Andrew Nembhard,IND,PHX 1st Half,Pts+Rebs+Asts,9.5,2024-12-19,06:10pm,NBA1H
Andrew Nembhard,IND,PHX,Pts+Rebs+Asts,17.5,2024-12-19,06:10pm,NBA
Andrew Nembhard,IND,PHX,Pts+Rebs,12.5,2024-12-19,06:10pm,NBA
Andrew Nembhard,IND,PHX,Assists,5.0,2024-12-19,06:10pm,NBA
Andrew Nembhard,IND,PHX 1st Half,Points,5.5,2024-12-19,06:10pm,NBA1H
Tyus Jones,PHX,IND,Pts+Rebs,14.0,2024-12-19,06:10pm,NBA
Tyus Jones,PHX,IND,Assists,6.5,2024-12-19,06:10pm,NBA
Tyus Jones,PHX,IND,Pts+Rebs+Asts,21.0,2024-12-19,06:10pm,NBA
Tyus Jones,PHX,IND,Rebounds,2.5,2024-12-19,06:10pm,NBA
Tyus Jones,PHX,IND 1st Half,Pts+Rebs+Asts,11.0,2024-12-19,06:10pm,NBA1H
Tyus Jones,PHX,IND 1st Half,Points,5.5,2024-12-19,06:10pm,NBA1H
Tyus Jones,PHX,IND,Points,11.5,2024-12-19,06:10pm,NBA
Tyus Jones,PHX,IND,Pts+Asts,18.0,2024-12-19,06:10pm,NBA
nota,AMKAL,BC.Game MAPS 1-2,MAPS 1-2 Kills,32.5,2024-12-19,02:30am,CS2
topo,AMKAL,BC.Game MAPS 1-2,MAPS 1-2 Kills,31.5,2024-12-19,02:30am,CS2
TRAVIS,AMKAL,BC.Game MAPS 1-2,MAPS 1-2 Kills,30.5,2024-12-19,02:30am,CS2
Krad,AMKAL,BC.Game MAPS 1-2,MAPS 1-2 Kills,28.5,2024-12-19,02:30am,CS2
Forester,AMKAL,BC.Game MAPS 1-2,MAPS 1-2 Kills,26.5,2024-12-19,02:30am,CS2
jkaem,BC.Game,AMKAL MAPS 1-2,MAPS 1-2 Kills,29.5,2024-12-19,02:30am,CS2
CacaNito,BC.Game,AMKAL MAPS 1-2,MAPS 1-2 Kills,28.5,2024-12-19,02:30am,CS2
pr1metapz,BC.Game,AMKAL MAPS 1-2,MAPS 1-2 Kills,28.5,2024-12-19,02:30am,CS2
Lekr0,BC.Game,AMKAL MAPS 1-2,MAPS 1-2 Kills,26.5,2024-12-19,02:30am,CS2
GuardiaN,BC.Game,AMKAL MAPS 1-2,MAPS 1-2 Kills,26.5,2024-12-19,02:30am,CS2
nota,AMKAL,BC.Game MAPS 1-2,MAPS 1-2 Headshots,20.0,2024-12-19,02:30am,CS2
topo,AMKAL,BC.Game MAPS 1-2,MAPS 1-2 Headshots,10.5,2024-12-19,02:30am,CS2
TRAVIS,AMKAL,BC.Game MAPS 1-2,MAPS 1-2 Headshots,17.0,2024-12-19,02:30am,CS2
Krad,AMKAL,BC.Game MAPS 1-2,MAPS 1-2 Headshots,16.0,2024-12-19,02:30am,CS2
Forester,AMKAL,BC.Game MAPS 1-2,MAPS 1-2 Headshots,15.0,2024-12-19,02:30am,CS2
jkaem,BC.Game,AMKAL MAPS 1-2,MAPS 1-2 Headshots,17.0,2024-12-19,02:30am,CS2
CacaNito,BC.Game,AMKAL MAPS 1-2,MAPS 1-2 Headshots,16.0,2024-12-19,02:30am,CS2
pr1metapz,BC.Game,AMKAL MAPS 1-2,MAPS 1-2 Headshots,16.5,2024-12-19,02:30am,CS2
Lekr0,BC.Game,AMKAL MAPS 1-2,MAPS 1-2 Headshots,14.5,2024-12-19,02:30am,CS2
GuardiaN,BC.Game,AMKAL MAPS 1-2,MAPS 1-2 Headshots,8.5,2024-12-19,02:30am,CS2
Jalen Brunson,NYK,MIN,Pts+Rebs+Asts,33.5,2024-12-19,06:40pm,NBA
Jalen Brunson,NYK,MIN,Points,23.5,2024-12-19,06:40pm,NBA
Jalen Brunson,NYK,MIN 1st Half,Points,12.0,2024-12-19,06:40pm,NBA1H
Jalen Brunson,NYK,MIN,Pts+Rebs,26.0,2024-12-19,06:40pm,NBA
Jalen Brunson,NYK,MIN 1st Half,Pts+Rebs+Asts,17.0,2024-12-19,06:40pm,NBA1H
Jalen Brunson,NYK,MIN,3-PT Made,2.5,2024-12-19,06:40pm,NBA
Jalen Brunson,NYK,MIN,Pts+Asts,30.5,2024-12-19,06:40pm,NBA
Jalen Brunson,NYK,MIN,Rebs+Asts,10.0,2024-12-19,06:40pm,NBA
Anthony Edwards,MIN,NYK,Points,25.5,2024-12-19,06:40pm,NBA
Anthony Edwards,MIN,NYK,Rebounds,5.0,2024-12-19,06:40pm,NBA
Anthony Edwards,MIN,NYK,Blks+Stls,1.5,2024-12-19,06:40pm,NBA
Anthony Edwards,MIN,NYK,Assists,4.0,2024-12-19,06:40pm,NBA
Anthony Edwards,MIN,NYK,Pts+Rebs+Asts,34.5,2024-12-19,06:40pm,NBA
Anthony Edwards,MIN,NYK,Pts+Asts,29.5,2024-12-19,06:40pm,NBA
Anthony Edwards,MIN,NYK 1st Half,Points,13.0,2024-12-19,06:40pm,NBA1H
Anthony Edwards,MIN,NYK,Rebs+Asts,9.0,2024-12-19,06:40pm,NBA
Anthony Edwards,MIN,NYK,Pts+Rebs,30.5,2024-12-19,06:40pm,NBA
Anthony Edwards,MIN,NYK,3-PT Made,3.5,2024-12-19,06:40pm,NBA
Anthony Edwards,MIN,NYK 1st Half,Pts+Rebs+Asts,17.5,2024-12-19,06:40pm,NBA1H
Tua Tagovailoa,MIA,SF 1st Half,Pass Yards,126.5,2024-12-22,01:25pm,NFL1H
Tua Tagovailoa,MIA,SF,Pass Yards,250.5,2024-12-22,01:25pm,NFL
Karl-Anthony Towns,NYK,MIN,Rebounds,13.5,2024-12-19,06:40pm,NBA
Karl-Anthony Towns,NYK,MIN 1st Half,Points,12.0,2024-12-19,06:40pm,NBA1H
Karl-Anthony Towns,NYK,MIN,Pts+Rebs+Asts,40.0,2024-12-19,06:40pm,NBA
Karl-Anthony Towns,NYK,MIN,Pts+Asts,26.5,2024-12-19,06:40pm,NBA
Karl-Anthony Towns,NYK,MIN,Points,23.5,2024-12-19,06:40pm,NBA
Karl-Anthony Towns,NYK,MIN,Pts+Rebs,36.5,2024-12-19,06:40pm,NBA
Karl-Anthony Towns,NYK,MIN,Rebs+Asts,16.5,2024-12-19,06:40pm,NBA
Karl-Anthony Towns,NYK,MIN 1st Half,Pts+Rebs+Asts,20.0,2024-12-19,06:40pm,NBA1H
Brock Purdy,SF,MIA,Rush Yards,18.5,2024-12-22,01:25pm,NFL
Brock Purdy,SF,MIA 1st Half,Pass Yards,123.5,2024-12-22,01:25pm,NFL1H
Brock Purdy,SF,MIA,Pass Yards,237.5,2024-12-22,01:25pm,NFL
Julius Randle,MIN,NYK,Pts+Rebs,26.0,2024-12-19,06:40pm,NBA
Julius Randle,MIN,NYK 1st Half,Pts+Rebs+Asts,15.0,2024-12-19,06:40pm,NBA1H
Julius Randle,MIN,NYK,Points,19.5,2024-12-19,06:40pm,NBA
Julius Randle,MIN,NYK,Pts+Rebs+Asts,30.0,2024-12-19,06:40pm,NBA
Julius Randle,MIN,NYK,Pts+Asts,23.0,2024-12-19,06:40pm,NBA
Julius Randle,MIN,NYK,Rebounds,6.5,2024-12-19,06:40pm,NBA
Julius Randle,MIN,NYK,Rebs+Asts,10.5,2024-12-19,06:40pm,NBA
Julius Randle,MIN,NYK 1st Half,Points,10.0,2024-12-19,06:40pm,NBA1H
Julius Randle,MIN,NYK,3-PT Made,1.5,2024-12-19,06:40pm,NBA
Julius Randle,MIN,NYK,Assists,3.5,2024-12-19,06:40pm,NBA
Tyreek Hill,MIA,SF,Receiving Yards,66.5,2024-12-22,01:25pm,NFL
Tyreek Hill,MIA,SF 1st Half,Receiving Yards,34.5,2024-12-22,01:25pm,NFL1H
Mikal Bridges,NYK,MIN 1st Half,Points,7.5,2024-12-19,06:40pm,NBA1H
Mikal Bridges,NYK,MIN,Points,15.0,2024-12-19,06:40pm,NBA
Mikal Bridges,NYK,MIN 1st Half,Pts+Rebs+Asts,10.5,2024-12-19,06:40pm,NBA1H
Mikal Bridges,NYK,MIN,Pts+Rebs,18.0,2024-12-19,06:40pm,NBA
Mikal Bridges,NYK,MIN,Pts+Asts,17.5,2024-12-19,06:40pm,NBA
Mikal Bridges,NYK,MIN,Rebs+Asts,5.5,2024-12-19,06:40pm,NBA
Mikal Bridges,NYK,MIN,Blks+Stls,1.5,2024-12-19,06:40pm,NBA
Mikal Bridges,NYK,MIN,Turnovers,1.5,2024-12-19,06:40pm,NBA
Mikal Bridges,NYK,MIN,Assists,2.5,2024-12-19,06:40pm,NBA
Mikal Bridges,NYK,MIN,Pts+Rebs+Asts,20.5,2024-12-19,06:40pm,NBA
Jauan Jennings,SF,MIA 1st Half,Receiving Yards,33.5,2024-12-22,01:25pm,NFL1H
Jauan Jennings,SF,MIA,Receiving Yards,59.5,2024-12-22,01:25pm,NFL
Jaden McDaniels,MIN,NYK,Pts+Rebs+Asts,16.5,2024-12-19,06:40pm,NBA
Jaden McDaniels,MIN,NYK 1st Half,Pts+Rebs+Asts,8.5,2024-12-19,06:40pm,NBA1H
Jaden McDaniels,MIN,NYK 1st Half,Points,5.5,2024-12-19,06:40pm,NBA1H
Jaden McDaniels,MIN,NYK,Assists,1.5,2024-12-19,06:40pm,NBA
Jaden McDaniels,MIN,NYK,Blocked Shots,0.5,2024-12-19,06:40pm,NBA
Jaden McDaniels,MIN,NYK,Points,10.5,2024-12-19,06:40pm,NBA
Jaden McDaniels,MIN,NYK,Pts+Rebs,14.5,2024-12-19,06:40pm,NBA
Jaden McDaniels,MIN,NYK,Rebs+Asts,5.5,2024-12-19,06:40pm,NBA
OG Anunoby,NYK,MIN 1st Half,Pts+Rebs+Asts,10.5,2024-12-19,06:40pm,NBA1H
OG Anunoby,NYK,MIN,Points,14.5,2024-12-19,06:40pm,NBA
OG Anunoby,NYK,MIN,Rebounds,4.5,2024-12-19,06:40pm,NBA
OG Anunoby,NYK,MIN 1st Half,Points,7.5,2024-12-19,06:40pm,NBA1H
OG Anunoby,NYK,MIN,Pts+Rebs+Asts,20.5,2024-12-19,06:40pm,NBA
OG Anunoby,NYK,MIN,Pts+Rebs,19.5,2024-12-19,06:40pm,NBA
Deebo Samuel,SF,MIA,Receiving Yards,44.5,2024-12-22,01:25pm,NFL
Deebo Samuel,SF,MIA 1st Half,Receiving Yards,23.5,2024-12-22,01:25pm,NFL1H
Rudy Gobert,MIN,NYK,Pts+Rebs,22.5,2024-12-19,06:40pm,NBA
Rudy Gobert,MIN,NYK,Pts+Rebs+Asts,24.5,2024-12-19,06:40pm,NBA
Rudy Gobert,MIN,NYK 1st Half,Pts+Rebs+Asts,12.5,2024-12-19,06:40pm,NBA1H
Rudy Gobert,MIN,NYK,Rebounds,11.5,2024-12-19,06:40pm,NBA
Rudy Gobert,MIN,NYK,Points,10.5,2024-12-19,06:40pm,NBA
Rudy Gobert,MIN,NYK,Pts+Asts,12.5,2024-12-19,06:40pm,NBA
Rudy Gobert,MIN,NYK,Assists,1.5,2024-12-19,06:40pm,NBA
Rudy Gobert,MIN,NYK 1st Half,Points,5.5,2024-12-19,06:40pm,NBA1H
Rudy Gobert,MIN,NYK,Rebs+Asts,13.5,2024-12-19,06:40pm,NBA
Josh Hart,NYK,MIN,Assists,5.0,2024-12-19,06:40pm,NBA
Josh Hart,NYK,MIN,Turnovers,1.5,2024-12-19,06:40pm,NBA
Josh Hart,NYK,MIN,Pts+Rebs+Asts,23.5,2024-12-19,06:40pm,NBA
Josh Hart,NYK,MIN,Points,11.0,2024-12-19,06:40pm,NBA
Josh Hart,NYK,MIN 1st Half,Pts+Rebs+Asts,12.0,2024-12-19,06:40pm,NBA1H
Josh Hart,NYK,MIN,Rebounds,7.0,2024-12-19,06:40pm,NBA
Josh Hart,NYK,MIN,Rebs+Asts,12.0,2024-12-19,06:40pm,NBA
Josh Hart,NYK,MIN,Pts+Asts,15.5,2024-12-19,06:40pm,NBA
Josh Hart,NYK,MIN,Blks+Stls,1.5,2024-12-19,06:40pm,NBA
Josh Hart,NYK,MIN,Pts+Rebs,18.0,2024-12-19,06:40pm,NBA
Mike Conley,MIN,NYK,Points,9.5,2024-12-19,06:40pm,NBA
Mike Conley,MIN,NYK,Pts+Rebs,12.5,2024-12-19,06:40pm,NBA
Mike Conley,MIN,NYK,Pts+Asts,13.5,2024-12-19,06:40pm,NBA
Mike Conley,MIN,NYK,Pts+Rebs+Asts,17.0,2024-12-19,06:40pm,NBA
Mike Conley,MIN,NYK,Assists,4.5,2024-12-19,06:40pm,NBA
Mike Conley,MIN,NYK,Rebs+Asts,7.5,2024-12-19,06:40pm,NBA
Mike Conley,MIN,NYK 1st Half,Points,5.0,2024-12-19,06:40pm,NBA1H
Mike Conley,MIN,NYK 1st Half,Pts+Rebs+Asts,9.0,2024-12-19,06:40pm,NBA1H
Isaac Guerendo,SF,MIA 1st Half,Rush Yards,36.5,2024-12-22,01:25pm,NFL1H
Jonnu Smith,MIA,SF,Receiving Yards,47.5,2024-12-22,01:25pm,NFL
Jonnu Smith,MIA,SF 1st Half,Receiving Yards,27.5,2024-12-22,01:25pm,NFL1H
George Kittle,SF,MIA 1st Half,Receiving Yards,30.5,2024-12-22,01:25pm,NFL1H
George Kittle,SF,MIA,Receiving Yards,60.5,2024-12-22,01:25pm,NFL
Anthony Davis,LAL,SAC,Pts+Rebs,39.5,2024-12-19,07:10pm,NBA
Anthony Davis,LAL,SAC,Pts+Asts,30.5,2024-12-19,07:10pm,NBA
Anthony Davis,LAL,SAC,Points,27.0,2024-12-19,07:10pm,NBA
Anthony Davis,LAL,SAC,Rebs+Asts,15.5,2024-12-19,07:10pm,NBA
Anthony Davis,LAL,SAC,Rebounds,12.0,2024-12-19,07:10pm,NBA
Anthony Davis,LAL,SAC,Pts+Rebs+Asts,43.0,2024-12-19,07:10pm,NBA
Anthony Davis,LAL,SAC 1st Half,Points,13.5,2024-12-19,07:10pm,NBA1H
Anthony Davis,LAL,SAC 1st Half,Pts+Rebs+Asts,21.0,2024-12-19,07:10pm,NBA1H
Anthony Davis,LAL,SAC,Turnovers,2.5,2024-12-19,07:10pm,NBA
Austin Reaves,LAL,SAC,Pts+Rebs,20.0,2024-12-19,07:10pm,NBA
Austin Reaves,LAL,SAC,Assists,5.0,2024-12-19,07:10pm,NBA
Austin Reaves,LAL,SAC 1st Half,Pts+Rebs+Asts,12.5,2024-12-19,07:10pm,NBA1H
Austin Reaves,LAL,SAC,Points,16.5,2024-12-19,07:10pm,NBA
Austin Reaves,LAL,SAC,Pts+Asts,22.0,2024-12-19,07:10pm,NBA
Austin Reaves,LAL,SAC,Rebs+Asts,8.5,2024-12-19,07:10pm,NBA
Austin Reaves,LAL,SAC 1st Half,Points,8.5,2024-12-19,07:10pm,NBA1H
Austin Reaves,LAL,SAC,Pts+Rebs+Asts,25.5,2024-12-19,07:10pm,NBA
Mac Jones,JAC,LV,Pass Yards,208.5,2024-12-22,01:25pm,NFL
Mac Jones,JAC,LV,Pass+Rush Yds,218.5,2024-12-22,01:25pm,NFL
Mac Jones,JAC,LV 1st Half,Pass Yards,106.5,2024-12-22,01:25pm,NFL1H
Mac Jones,JAC,LV,Rush Yards,7.5,2024-12-22,01:25pm,NFL
D'Angelo Russell,LAL,SAC 1st Half,Points,4.5,2024-12-19,07:10pm,NBA1H
D'Angelo Russell,LAL,SAC,Pts+Rebs+Asts,15.0,2024-12-19,07:10pm,NBA
D'Angelo Russell,LAL,SAC,Pts+Rebs,11.0,2024-12-19,07:10pm,NBA
D'Angelo Russell,LAL,SAC 1st Half,Pts+Rebs+Asts,7.5,2024-12-19,07:10pm,NBA1H
D'Angelo Russell,LAL,SAC,Pts+Asts,12.5,2024-12-19,07:10pm,NBA
D'Angelo Russell,LAL,SAC,Points,8.5,2024-12-19,07:10pm,NBA
Domantas Sabonis,SAC,LAL,Rebs+Asts,18.5,2024-12-19,07:10pm,NBA
Dalton Knecht,LAL,SAC 1st Half,Pts+Rebs+Asts,5.5,2024-12-19,07:10pm,NBA1H
Dalton Knecht,LAL,SAC,Points,6.5,2024-12-19,07:10pm,NBA
Keegan Murray,SAC,LAL,Pts+Asts,13.5,2024-12-19,07:10pm,NBA
LeBron James,LAL,SAC 1st Half,Points,11.5,2024-12-19,07:10pm,NBA1H
LeBron James,LAL,SAC,Rebs+Asts,16.5,2024-12-19,07:10pm,NBA
LeBron James,LAL,SAC,Points,22.5,2024-12-19,07:10pm,NBA
LeBron James,LAL,SAC,Pts+Asts,31.0,2024-12-19,07:10pm,NBA
LeBron James,LAL,SAC,Assists,8.5,2024-12-19,07:10pm,NBA
LeBron James,LAL,SAC,Pts+Rebs+Asts,39.0,2024-12-19,07:10pm,NBA
LeBron James,LAL,SAC,Rebounds,7.5,2024-12-19,07:10pm,NBA
LeBron James,LAL,SAC,Pts+Rebs,30.5,2024-12-19,07:10pm,NBA
LeBron James,LAL,SAC 1st Half,Pts+Rebs+Asts,19.5,2024-12-19,07:10pm,NBA1H
Max Christie,LAL,SAC 1st Half,Pts+Rebs+Asts,6.5,2024-12-19,07:10pm,NBA1H
Max Christie,LAL,SAC,Pts+Asts,9.5,2024-12-19,07:10pm,NBA
Max Christie,LAL,SAC,Points,7.5,2024-12-19,07:10pm,NBA
Max Christie,LAL,SAC,Assists,1.5,2024-12-19,07:10pm,NBA
Max Christie,LAL,SAC,Pts+Rebs,11.5,2024-12-19,07:10pm,NBA
Max Christie,LAL,SAC,Pts+Rebs+Asts,13.0,2024-12-19,07:10pm,NBA
Rui Hachimura,LAL,SAC,Points,12.5,2024-12-19,07:10pm,NBA
Rui Hachimura,LAL,SAC,Rebs+Asts,7.0,2024-12-19,07:10pm,NBA
Rui Hachimura,LAL,SAC 1st Half,Points,6.5,2024-12-19,07:10pm,NBA1H
Rui Hachimura,LAL,SAC,Pts+Asts,14.5,2024-12-19,07:10pm,NBA
Rui Hachimura,LAL,SAC,Pts+Rebs+Asts,20.5,2024-12-19,07:10pm,NBA
Rui Hachimura,LAL,SAC 1st Half,Pts+Rebs+Asts,10.0,2024-12-19,07:10pm,NBA1H
Rui Hachimura,LAL,SAC,Pts+Rebs,18.5,2024-12-19,07:10pm,NBA
Alexander Mattison,LV,JAC 1st Half,Rush Yards,23.5,2024-12-22,01:25pm,NFL1H
Alexander Mattison,LV,JAC,Rush+Rec Yds,63.5,2024-12-22,01:25pm,NFL
Alexander Mattison,LV,JAC,Rush Yards,47.5,2024-12-22,01:25pm,NFL
Alexander Mattison,LV,JAC,Receiving Yards,12.5,2024-12-22,01:25pm,NFL
Travis Etienne,JAC,LV 1st Half,Rush Yards,20.5,2024-12-22,01:25pm,NFL1H
Travis Etienne,JAC,LV,Rush Yards,41.5,2024-12-22,01:25pm,NFL
Ameer Abdullah,LV,JAC,Receiving Yards,13.5,2024-12-22,01:25pm,NFL
Tank Bigsby,JAC,LV 1st Half,Rush Yards,23.5,2024-12-22,01:25pm,NFL1H
Tank Bigsby,JAC,LV,Rush Yards,48.5,2024-12-22,01:25pm,NFL
Brenton Strange,JAC,LV,Receiving Yards,36.5,2024-12-22,01:25pm,NFL
Brenton Strange,JAC,LV 1st Half,Receiving Yards,19.5,2024-12-22,01:25pm,NFL1H
kroK,Astralis Talent,Viperio MAPS 1-2,MAPS 1-2 Kills,32.5,2024-12-19,03:30am,CS2
kiR,Astralis Talent,Viperio MAPS 1-2,MAPS 1-2 Kills,31.5,2024-12-19,03:30am,CS2
suma,Astralis Talent,Viperio MAPS 1-2,MAPS 1-2 Kills,30.0,2024-12-19,03:30am,CS2
ANSG1,Astralis Talent,Viperio MAPS 1-2,MAPS 1-2 Kills,27.5,2024-12-19,03:30am,CS2
Zanto,Astralis Talent,Viperio MAPS 1-2,MAPS 1-2 Kills,27.5,2024-12-19,03:30am,CS2
swicher,Viperio,Astralis Talent MAPS 1-2,MAPS 1-2 Kills,29.5,2024-12-19,03:30am,CS2
dezt,Viperio,Astralis Talent MAPS 1-2,MAPS 1-2 Kills,28.5,2024-12-19,03:30am,CS2
zodi,Viperio,Astralis Talent MAPS 1-2,MAPS 1-2 Kills,27.5,2024-12-19,03:30am,CS2
shyyne,Viperio,Astralis Talent MAPS 1-2,MAPS 1-2 Kills,27.0,2024-12-19,03:30am,CS2
Skrimo,Viperio,Astralis Talent MAPS 1-2,MAPS 1-2 Kills,27.0,2024-12-19,03:30am,CS2
kroK,Astralis Talent,Viperio MAPS 1-2,MAPS 1-2 Headshots,19.0,2024-12-19,03:30am,CS2
kiR,Astralis Talent,Viperio MAPS 1-2,MAPS 1-2 Headshots,20.0,2024-12-19,03:30am,CS2
suma,Astralis Talent,Viperio MAPS 1-2,MAPS 1-2 Headshots,17.0,2024-12-19,03:30am,CS2
ANSG1,Astralis Talent,Viperio MAPS 1-2,MAPS 1-2 Headshots,11.5,2024-12-19,03:30am,CS2
Zanto,Astralis Talent,Viperio MAPS 1-2,MAPS 1-2 Headshots,14.5,2024-12-19,03:30am,CS2
swicher,Viperio,Astralis Talent MAPS 1-2,MAPS 1-2 Headshots,17.0,2024-12-19,03:30am,CS2
dezt,Viperio,Astralis Talent MAPS 1-2,MAPS 1-2 Headshots,16.5,2024-12-19,03:30am,CS2
zodi,Viperio,Astralis Talent MAPS 1-2,MAPS 1-2 Headshots,15.5,2024-12-19,03:30am,CS2
shyyne,Viperio,Astralis Talent MAPS 1-2,MAPS 1-2 Headshots,10.0,2024-12-19,03:30am,CS2
Skrimo,Viperio,Astralis Talent MAPS 1-2,MAPS 1-2 Headshots,16.0,2024-12-19,03:30am,CS2
Viggo,Preasy,ADEPTS MAPS 1-2,MAPS 1-2 Kills,32.5,2024-12-19,03:30am,CS2
Beccie,Preasy,ADEPTS MAPS 1-2,MAPS 1-2 Kills,32.5,2024-12-19,03:30am,CS2
Josh Allen,BUF,NE,Pass Yards,236.5,2024-12-22,01:25pm,NFL
Josh Allen,BUF,NE 1st Half,Rush Yards,20.5,2024-12-22,01:25pm,NFL1H
Josh Allen,BUF,NE,Rush Yards,44.5,2024-12-22,01:25pm,NFL
Josh Allen,BUF,NE 1st Half,Pass Yards,123.5,2024-12-22,01:25pm,NFL1H
Griller,Preasy,ADEPTS MAPS 1-2,MAPS 1-2 Kills,29.5,2024-12-19,03:30am,CS2
Drake Maye,NE,BUF,Pass+Rush Yds,231.5,2024-12-22,01:25pm,NFL
Brock Bowers,LV,JAC 1st Half,Receiving Yards,28.5,2024-12-22,01:25pm,NFL1H
Brock Bowers,LV,JAC,Receiving Yards,60.5,2024-12-22,01:25pm,NFL
Equip,Preasy,ADEPTS MAPS 1-2,MAPS 1-2 Kills,27.5,2024-12-19,03:30am,CS2
Khalil Shakir,BUF,NE,Receiving Yards,47.5,2024-12-22,01:25pm,NFL
Khalil Shakir,BUF,NE 1st Half,Receiving Yards,27.5,2024-12-22,01:25pm,NFL1H
Jakobi Meyers,LV,JAC 1st Half,Receiving Yards,28.5,2024-12-22,01:25pm,NFL1H
Jakobi Meyers,LV,JAC,Receiving Yards,64.5,2024-12-22,01:25pm,NFL
AcilioN,Preasy,ADEPTS MAPS 1-2,MAPS 1-2 Kills,27.5,2024-12-19,03:30am,CS2
DeMario Douglas,NE,BUF,Receiving Yards,34.5,2024-12-22,01:25pm,NFL
Viggo,Preasy,ADEPTS MAPS 1-2,MAPS 1-2 Headshots,19.5,2024-12-19,03:30am,CS2
Amari Cooper,BUF,NE,Receiving Yards,35.5,2024-12-22,01:25pm,NFL
Beccie,Preasy,ADEPTS MAPS 1-2,MAPS 1-2 Headshots,19.0,2024-12-19,03:30am,CS2
Kayshon Boutte,NE,BUF,Receiving Yards,24.5,2024-12-22,01:25pm,NFL
Griller,Preasy,ADEPTS MAPS 1-2,MAPS 1-2 Headshots,17.0,2024-12-19,03:30am,CS2
Keon Coleman,BUF,NE,Receiving Yards,30.5,2024-12-22,01:25pm,NFL
Equip,Preasy,ADEPTS MAPS 1-2,MAPS 1-2 Headshots,14.0,2024-12-19,03:30am,CS2
Kendrick Bourne,NE,BUF,Receiving Yards,17.5,2024-12-22,01:25pm,NFL
AcilioN,Preasy,ADEPTS MAPS 1-2,MAPS 1-2 Headshots,11.5,2024-12-19,03:30am,CS2
Dawson Knox,BUF,NE,Receiving Yards,9.5,2024-12-22,01:25pm,NFL
Austin Hooper,NE,BUF,Receiving Yards,22.5,2024-12-22,01:25pm,NFL
James Cook,BUF,NE,Receiving Yards,13.5,2024-12-22,01:25pm,NFL
Rhamondre Stevenson,NE,BUF,Receiving Yards,12.5,2024-12-22,01:25pm,NFL
James Cook,BUF,NE 1st Half,Rush Yards,31.5,2024-12-22,01:25pm,NFL1H
James Cook,BUF,NE,Rush Yards,64.5,2024-12-22,01:25pm,NFL
James Cook,BUF,NE,Rush+Rec Yds,81.5,2024-12-22,01:25pm,NFL
Rhamondre Stevenson,NE,BUF,Rush+Rec Yds,59.5,2024-12-22,01:25pm,NFL
Dalton Kincaid,BUF,NE 1st Half,Receiving Yards,18.5,2024-12-22,01:25pm,NFL1H
Dalton Kincaid,BUF,NE,Receiving Yards,37.5,2024-12-22,01:25pm,NFL
Jordan Love,GB,NO,Pass Yards,229.5,2024-12-23,05:15pm,NFL
Jordan Love,GB,NO 1st Half,Pass Yards,112.5,2024-12-23,05:15pm,NFL1H
Jordan Love,GB,NO,Rush Yards,6.5,2024-12-23,05:15pm,NFL
Christian Watson,GB,NO,Receiving Yards,52.5,2024-12-23,05:15pm,NFL
Christian Watson,GB,NO 1st Half,Receiving Yards,25.5,2024-12-23,05:15pm,NFL1H
Marquez Valdes-Scantling,NO,GB 1st Half,Receiving Yards,18.5,2024-12-23,05:15pm,NFL1H
Marquez Valdes-Scantling,NO,GB,Receiving Yards,37.5,2024-12-23,05:15pm,NFL
Romeo Doubs,GB,NO,Receiving Yards,42.5,2024-12-23,05:15pm,NFL
Romeo Doubs,GB,NO 1st Half,Receiving Yards,21.5,2024-12-23,05:15pm,NFL1H
Josh Jacobs,GB,NO,Receiving Yards,16.5,2024-12-23,05:15pm,NFL
Josh Jacobs,GB,NO,Rush Yards,85.5,2024-12-23,05:15pm,NFL
Josh Jacobs,GB,NO 1st Half,Rush Yards,42.5,2024-12-23,05:15pm,NFL1H
Tucker Kraft,GB,NO 1st Half,Receiving Yards,16.5,2024-12-23,05:15pm,NFL1H
Tucker Kraft,GB,NO,Receiving Yards,33.5,2024-12-23,05:15pm,NFL
xdENiSZERA,FORZE Reload,K27 MAPS 1-2,MAPS 1-2 Kills,32.5,2024-12-19,05:30am,CS2
dwushka,FORZE Reload,K27 MAPS 1-2,MAPS 1-2 Kills,31.5,2024-12-19,05:30am,CS2
shady,FORZE Reload,K27 MAPS 1-2,MAPS 1-2 Kills,28.5,2024-12-19,05:30am,CS2
spirit,FORZE Reload,K27 MAPS 1-2,MAPS 1-2 Kills,28.5,2024-12-19,05:30am,CS2
KusMe,FORZE Reload,K27 MAPS 1-2,MAPS 1-2 Kills,27.5,2024-12-19,05:30am,CS2
relaxxie,K27,FORZE Reload MAPS 1-2,MAPS 1-2 Kills,31.5,2024-12-19,05:30am,CS2
kashl1d,K27,FORZE Reload MAPS 1-2,MAPS 1-2 Kills,30.5,2024-12-19,05:30am,CS2
